fdc_id,data_type,description,food_category_id,publication_date,,,,
169823,sr_legacy_food,Agutuk; fish with shortening (Alaskan ice cream) (Alaska Native),24,4/1/2019,,,,
168976,sr_legacy_food,Agutuk; fish/berry with seal oil (Alaskan ice cream) (Alaska Native),24,4/1/2019,,,,
168977,sr_legacy_food,Agutuk; meat-caribou (Alaskan ice cream) (Alaska Native),24,4/1/2019,,,,
340058,survey_fndds_food,Air filled fritter or fried puff; without syrup; Puerto Rican style (Bunuelos de viento),,4/1/2019,,,,
168749,sr_legacy_food,Alcoholic beverage; beer; light,14,4/1/2019,,,,
168746,sr_legacy_food,Alcoholic beverage; beer; regular; all,14,4/1/2019,,,,
173168,sr_legacy_food,Alcoholic beverage; creme de menthe; 72 proof,14,4/1/2019,,,,
169573,sr_legacy_food,Alcoholic beverage; daiquiri; canned,14,4/1/2019,,,,
169574,sr_legacy_food,Alcoholic beverage; daiquiri; prepared-from-recipe,14,4/1/2019,,,,
173664,sr_legacy_food,Alcoholic beverage; distilled; all (gin; rum; vodka; whiskey) 100 proof,14,4/1/2019,,,,
174817,sr_legacy_food,Alcoholic beverage; distilled; rum; 80 proof,14,4/1/2019,,,,
174819,sr_legacy_food,Alcoholic beverage; distilled; whiskey; 86 proof,14,4/1/2019,,,,
175098,sr_legacy_food,Alcoholic beverage; liqueur; coffee with cream; 34 proof,14,4/1/2019,,,,
175097,sr_legacy_food,Alcoholic beverage; liqueur; coffee; 53 proof,14,4/1/2019,,,,
174141,sr_legacy_food,Alcoholic beverage; malt beer; hard lemonade,14,4/1/2019,,,,
168750,sr_legacy_food,Alcoholic beverage; pina colada; canned,14,4/1/2019,,,,
168752,sr_legacy_food,Alcoholic beverage; pina colada; prepared-from-recipe,14,4/1/2019,,,,
167723,sr_legacy_food,Alcoholic beverage; rice (sake),14,4/1/2019,,,,
168753,sr_legacy_food,Alcoholic beverage; tequila sunrise; canned,14,4/1/2019,,,,
173662,sr_legacy_food,Alcoholic beverage; whiskey sour,14,4/1/2019,,,,
174810,sr_legacy_food,Alcoholic beverage; whiskey sour; canned,14,4/1/2019,,,,
174812,sr_legacy_food,Alcoholic beverage; whiskey sour; prepared from item 14028,14,4/1/2019,,,,
173164,sr_legacy_food,Alcoholic beverage; whiskey sour; prepared with water; whiskey and powder mix,14,4/1/2019,,,,
169070,sr_legacy_food,Alcoholic beverage; wine; cooking,14,4/1/2019,,,,
175112,sr_legacy_food,Alcoholic beverage; wine; dessert; dry,14,4/1/2019,,,,
169071,sr_legacy_food,Alcoholic beverage; wine; light,14,4/1/2019,,,,
173185,sr_legacy_food,Alcoholic beverage; wine; table; all,14,4/1/2019,,,,
174837,sr_legacy_food,Alcoholic beverage; wine; table; white,14,4/1/2019,,,,
171906,sr_legacy_food,Alcoholic beverages; beer; higher alcohol,14,4/1/2019,,,,
171908,sr_legacy_food,Alcoholic beverages; wine; rose,14,4/1/2019,,,,
344434,survey_fndds_food,Alcoholic malt beverage,,4/1/2019,,,,
344433,survey_fndds_food,Alcoholic malt beverage; higher alcohol; sweetened,,4/1/2019,,,,
344432,survey_fndds_food,Alcoholic malt beverage; sweetened,,4/1/2019,,,,
344439,survey_fndds_food,Alexander,,4/1/2019,,,,
324299,market_acquisition,ALEXIA; Onion rings; frozen (AL 1) - NFY1206PP,11,4/1/2019,,,,
324301,market_acquisition,ALEXIA; Onion rings; frozen (AL 1) - NFY1206PQ,11,4/1/2019,,,,
324159,market_acquisition,ALEXIA; Onion rings; frozen (CA2) - NFY1206RO,11,4/1/2019,,,,
324161,market_acquisition,ALEXIA; Onion rings; frozen (CA2) - NFY1206RP,11,4/1/2019,,,,
324215,market_acquisition,ALEXIA; Onion rings; frozen (CO1) - NFY12054D,11,4/1/2019,,,,
324218,market_acquisition,ALEXIA; Onion rings; frozen (CO1) - NFY12054E,11,4/1/2019,,,,
324217,market_acquisition,ALEXIA; Onion rings; frozen (CT1) - NFY1206PL,11,4/1/2019,,,,
324216,market_acquisition,ALEXIA; Onion rings; frozen (CT1) - NFY1206PM,11,4/1/2019,,,,
324180,market_acquisition,ALEXIA; Onion rings; frozen (FL) - NFY1206RC,11,4/1/2019,,,,
324179,market_acquisition,ALEXIA; Onion rings; frozen (FL) - NFY1206RD,11,4/1/2019,,,,
324255,market_acquisition,ALEXIA; Onion rings; frozen (IN1) - NFY12054H,11,4/1/2019,,,,
324253,market_acquisition,ALEXIA; Onion rings; frozen (IN1) - NFY12054I,11,4/1/2019,,,,
324178,market_acquisition,ALEXIA; Onion rings; frozen (MO1) - NFY1206RZ,11,4/1/2019,,,,
324181,market_acquisition,ALEXIA; Onion rings; frozen (MO1) - NFY1206S0,11,4/1/2019,,,,
324160,market_acquisition,ALEXIA; Onion rings; frozen (NC1) - NFY12054T,11,4/1/2019,,,,
324162,market_acquisition,ALEXIA; Onion rings; frozen (NC1) - NFY12054U,11,4/1/2019,,,,
324256,market_acquisition,ALEXIA; Onion rings; frozen (NY1) - NFY1206TE,11,4/1/2019,,,,
324254,market_acquisition,ALEXIA; Onion rings; frozen (NY1) - NFY1206TF,11,4/1/2019,,,,
324298,market_acquisition,ALEXIA; Onion rings; frozen (OK1) - NFY1206SH,11,4/1/2019,,,,
324300,market_acquisition,ALEXIA; Onion rings; frozen (OK1) - NFY1206SI,11,4/1/2019,,,,
168384,sr_legacy_food,Alfalfa seeds; sprouted; raw,11,4/1/2019,,,,
342592,survey_fndds_food,Alfalfa sprouts; raw,,4/1/2019,,,,
336802,survey_fndds_food,Alfredo sauce,,4/1/2019,,,,
340540,survey_fndds_food,All-Bran,,4/1/2019,,,,
340553,survey_fndds_food,All-Bran Bran Buds; Kellogg's (formerly Bran Buds),,4/1/2019,,,,
340594,survey_fndds_food,All-Bran Complete Wheat Flakes; Kellogg's,,4/1/2019,,,,
339460,survey_fndds_food,Almond butter,,4/1/2019,,,,
338467,survey_fndds_food,Almond chicken,,4/1/2019,,,,
336106,survey_fndds_food,Almond milk; sweetened,,4/1/2019,,,,
336107,survey_fndds_food,Almond milk; sweetened; chocolate,,4/1/2019,,,,
336108,survey_fndds_food,Almond milk; unsweetened,,4/1/2019,,,,
336109,survey_fndds_food,Almond milk; unsweetened; chocolate,,4/1/2019,,,,
343867,survey_fndds_food,Almond oil,,4/1/2019,,,,
339461,survey_fndds_food,Almond paste (Marzipan paste),,4/1/2019,,,,
323127,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323128,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323134,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323135,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323136,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323142,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323143,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323144,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323152,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323153,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323154,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323155,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323156,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323167,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323168,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323169,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323170,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323171,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323172,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323186,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323187,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323188,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323195,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323196,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323197,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323198,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323199,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323210,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323211,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323220,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323221,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323222,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323223,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323224,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323238,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323239,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323240,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323241,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323242,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323256,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323257,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323258,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323259,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323260,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323271,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323272,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323273,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323274,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323275,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323284,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323285,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323286,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323287,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
323288,sub_sample_food,Almonds dry roasted salted,12,4/1/2019,,,,
344037,survey_fndds_food,Almonds; chocolate covered,,4/1/2019,,,,
323145,sub_sample_food,Almonds; dry roasted; salted,12,4/1/2019,,,,
323247,sub_sample_food,Almonds; dry roasted; salted - NFY1213HU,12,4/1/2019,,,,
323249,sub_sample_food,Almonds; dry roasted; salted - NFY1213HV,12,4/1/2019,,,,
323237,sub_sample_food,Almonds; dry roasted; salted - NFY1213I1,12,4/1/2019,,,,
323243,sub_sample_food,Almonds; dry roasted; salted - NFY1213I3,12,4/1/2019,,,,
323244,sub_sample_food,Almonds; dry roasted; salted - NFY1213I4,12,4/1/2019,,,,
323245,sub_sample_food,Almonds; dry roasted; salted - NFY1213I5,12,4/1/2019,,,,
323246,sub_sample_food,Almonds; dry roasted; salted - NFY1213I6,12,4/1/2019,,,,
323248,sub_sample_food,Almonds; dry roasted; salted - NFY1213I7,12,4/1/2019,,,,
323228,sub_sample_food,Almonds; dry roasted; salted - NFY1213ID,12,4/1/2019,,,,
323219,sub_sample_food,Almonds; dry roasted; salted - NFY1213IJ,12,4/1/2019,,,,
323225,sub_sample_food,Almonds; dry roasted; salted - NFY1213IK,12,4/1/2019,,,,
323226,sub_sample_food,Almonds; dry roasted; salted - NFY1213IL,12,4/1/2019,,,,
323227,sub_sample_food,Almonds; dry roasted; salted - NFY1213IM,12,4/1/2019,,,,
323203,sub_sample_food,Almonds; dry roasted; salted - NFY1213J1,12,4/1/2019,,,,
323194,sub_sample_food,Almonds; dry roasted; salted - NFY1213J7,12,4/1/2019,,,,
323200,sub_sample_food,Almonds; dry roasted; salted - NFY1213J8,12,4/1/2019,,,,
323201,sub_sample_food,Almonds; dry roasted; salted - NFY1213J9,12,4/1/2019,,,,
323202,sub_sample_food,Almonds; dry roasted; salted - NFY1213JA,12,4/1/2019,,,,
323177,sub_sample_food,Almonds; dry roasted; salted - NFY1213JQ,12,4/1/2019,,,,
323166,sub_sample_food,Almonds; dry roasted; salted - NFY1213JX,12,4/1/2019,,,,
323173,sub_sample_food,Almonds; dry roasted; salted - NFY1213JY,12,4/1/2019,,,,
323174,sub_sample_food,Almonds; dry roasted; salted - NFY1213JZ,12,4/1/2019,,,,
323175,sub_sample_food,Almonds; dry roasted; salted - NFY1213K0,12,4/1/2019,,,,
323176,sub_sample_food,Almonds; dry roasted; salted - NFY1213K1,12,4/1/2019,,,,
323160,sub_sample_food,Almonds; dry roasted; salted - NFY1213KD,12,4/1/2019,,,,
323151,sub_sample_food,Almonds; dry roasted; salted - NFY1213KJ,12,4/1/2019,,,,
323157,sub_sample_food,Almonds; dry roasted; salted - NFY1213KL,12,4/1/2019,,,,
323158,sub_sample_food,Almonds; dry roasted; salted - NFY1213KM,12,4/1/2019,,,,
323159,sub_sample_food,Almonds; dry roasted; salted - NFY1213KN,12,4/1/2019,,,,
323279,sub_sample_food,Almonds; dry roasted; salted - NFY1213KT,12,4/1/2019,,,,
323270,sub_sample_food,Almonds; dry roasted; salted - NFY1213KZ,12,4/1/2019,,,,
323276,sub_sample_food,Almonds; dry roasted; salted - NFY1213L0,12,4/1/2019,,,,
323277,sub_sample_food,Almonds; dry roasted; salted - NFY1213L1,12,4/1/2019,,,,
323278,sub_sample_food,Almonds; dry roasted; salted - NFY1213L2,12,4/1/2019,,,,
323264,sub_sample_food,Almonds; dry roasted; salted - NFY1213L8,12,4/1/2019,,,,
323255,sub_sample_food,Almonds; dry roasted; salted - NFY1213LE,12,4/1/2019,,,,
323261,sub_sample_food,Almonds; dry roasted; salted - NFY1213LG,12,4/1/2019,,,,
323262,sub_sample_food,Almonds; dry roasted; salted - NFY1213LH,12,4/1/2019,,,,
323263,sub_sample_food,Almonds; dry roasted; salted - NFY1213LI,12,4/1/2019,,,,
323293,sub_sample_food,Almonds; dry roasted; salted - NFY1213LU,12,4/1/2019,,,,
323283,sub_sample_food,Almonds; dry roasted; salted - NFY1213M0,12,4/1/2019,,,,
323289,sub_sample_food,Almonds; dry roasted; salted - NFY1213M1,12,4/1/2019,,,,
323290,sub_sample_food,Almonds; dry roasted; salted - NFY1213M2,12,4/1/2019,,,,
323291,sub_sample_food,Almonds; dry roasted; salted - NFY1213M3,12,4/1/2019,,,,
323292,sub_sample_food,Almonds; dry roasted; salted - NFY1213M4,12,4/1/2019,,,,
323122,sample_food,ALMONDS; DRY ROASTED; SALTED; BLUE DIAMOND,12,4/1/2019,,,,
323204,sub_sample_food,Almonds; Dry Roasted; Salted; Blue Diamond - KY; CA2,12,4/1/2019,,,,
323178,sample_food,ALMONDS; DRY ROASTED; SALTED; EMERALD,12,4/1/2019,,,,
323229,sub_sample_food,Almonds; Dry Roasted; Salted; Emerald - GA; NJ,12,4/1/2019,,,,
323280,sample_food,ALMONDS; DRY ROASTED; SALTED; GREAT VALUE,12,4/1/2019,,,,
339421,survey_fndds_food,Almonds; dry roasted; without salt,,4/1/2019,,,,
339422,survey_fndds_food,Almonds; honey-roasted,,4/1/2019,,,,
339417,survey_fndds_food,Almonds; NFS,,4/1/2019,,,,
339419,survey_fndds_food,Almonds; roasted,,4/1/2019,,,,
344038,survey_fndds_food,Almonds; sugar-coated,,4/1/2019,,,,
339418,survey_fndds_food,Almonds; unroasted,,4/1/2019,,,,
344039,survey_fndds_food,Almonds; yogurt-covered,,4/1/2019,,,,
342679,survey_fndds_food,Aloe vera juice drink,,4/1/2019,,,,
340541,survey_fndds_food,Alpen,,4/1/2019,,,,
340542,survey_fndds_food,Alpha-Bits,,4/1/2019,,,,
340543,survey_fndds_food,Alpha-bits with marshmallows,,4/1/2019,,,,
170683,sr_legacy_food,Amaranth grain; cooked,20,4/1/2019,,,,
170682,sr_legacy_food,Amaranth grain; uncooked,20,4/1/2019,,,,
168492,sr_legacy_food,Amaranth leaves; cooked; boiled; drained; with salt,11,4/1/2019,,,,
168385,sr_legacy_food,Amaranth leaves; raw,11,4/1/2019,,,,
341677,survey_fndds_food,Ambrosia,,4/1/2019,,,,
325166,market_acquisition,American cheese; pasteurized process; AMERICAS CHOICE (WHITE) (NY) - NFY090IB6,1,4/1/2019,,,,
325181,sample_food,American cheese; pasteurized process; BEST CHOICE DELUXE (OK) - CY090YA - other,1,4/1/2019,,,,
325038,market_acquisition,American cheese; pasteurized process; BEST CHOICE DELUXE (OK) - NFY090I98,1,4/1/2019,,,,
325039,market_acquisition,American cheese; pasteurized process; BEST CHOICE DELUXE (OK) - NFY090I99,1,4/1/2019,,,,
325184,market_acquisition,American cheese; pasteurized process; BEST CHOICE DELUXE (OK) - NFY090I9A,1,4/1/2019,,,,
325182,market_acquisition,American cheese; pasteurized process; BEST CHOICE DELUXE (OK) - NFY090J3V,1,4/1/2019,,,,
325183,market_acquisition,American cheese; pasteurized process; BEST CHOICE DELUXE (OK) - NFY090J3W,1,4/1/2019,,,,
325153,sample_food,American cheese; pasteurized process; GREAT VALUE DELUXE  (AL) - CY090Y1 - other,1,4/1/2019,,,,
325040,market_acquisition,American cheese; pasteurized process; GREAT VALUE DELUXE  (AL) - NFY090IBC,1,4/1/2019,,,,
325155,market_acquisition,American cheese; pasteurized process; GREAT VALUE DELUXE  (AL) - NFY090IBD,1,4/1/2019,,,,
325154,market_acquisition,American cheese; pasteurized process; GREAT VALUE DELUXE  (AL) - NFY090IBE,1,4/1/2019,,,,
325162,market_acquisition,American cheese; pasteurized process; HAVILY CHEESE COMPANY (MO) - NFY090I8N,1,4/1/2019,,,,
325186,sample_food,American cheese; pasteurized process; HYVEE DELUXE SLICED (MO) - CY090Y8 - other,1,4/1/2019,,,,
325115,market_acquisition,American cheese; pasteurized process; HYVEE DELUXE SLICED (MO) - NFY090I9E,1,4/1/2019,,,,
325188,market_acquisition,American cheese; pasteurized process; HYVEE DELUXE SLICED (MO) - NFY090I9F,1,4/1/2019,,,,
325187,market_acquisition,American cheese; pasteurized process; HYVEE DELUXE SLICED (MO) - NFY090I9G,1,4/1/2019,,,,
325121,market_acquisition,American cheese; pasteurized process; KRAFT (AL) - NFY090ICQ,1,4/1/2019,,,,
325120,market_acquisition,American cheese; pasteurized process; KRAFT (AL) - NFY090ICR,1,4/1/2019,,,,
325119,sample_food,American cheese; pasteurized process; KRAFT (AL;CA1) - CY090XC,1,4/1/2019,,,,
325062,market_acquisition,American cheese; pasteurized process; KRAFT (CA) - NFY090IAA,1,4/1/2019,,,,
325064,market_acquisition,American cheese; pasteurized process; KRAFT (CA) - NFY090IAC,1,4/1/2019,,,,
325123,market_acquisition,American cheese; pasteurized process; KRAFT (CA) - NFY090IZ8,1,4/1/2019,,,,
325122,market_acquisition,American cheese; pasteurized process; KRAFT (CA) - NFY090IZ9,1,4/1/2019,,,,
325061,sample_food,American cheese; pasteurized process; KRAFT (CA2;NC) - CY090XD,1,4/1/2019,,,,
325142,market_acquisition,American cheese; pasteurized process; KRAFT (FL) - NFY090IAD,1,4/1/2019,,,,
325141,market_acquisition,American cheese; pasteurized process; KRAFT (FL) - NFY090IAF,1,4/1/2019,,,,
325050,market_acquisition,American cheese; pasteurized process; KRAFT (IN) - NFY090IZK,1,4/1/2019,,,,
325049,market_acquisition,American cheese; pasteurized process; KRAFT (IN) - NFY090IZL,1,4/1/2019,,,,
325046,sample_food,American cheese; pasteurized process; KRAFT (IN;NY) - CY090XB,1,4/1/2019,,,,
325110,market_acquisition,American cheese; pasteurized process; KRAFT (MI) - NFY090J0C,1,4/1/2019,,,,
325108,market_acquisition,American cheese; pasteurized process; KRAFT (MI) - NFY090J0D,1,4/1/2019,,,,
325107,sample_food,American cheese; pasteurized process; KRAFT (MI;OK) - CY090XG,1,4/1/2019,,,,
325140,market_acquisition,American cheese; pasteurized process; KRAFT (MO) - NFY090I9B,1,4/1/2019,,,,
325047,market_acquisition,American cheese; pasteurized process; KRAFT (NY) - NFY090IAU,1,4/1/2019,,,,
325048,market_acquisition,American cheese; pasteurized process; KRAFT (NY) - NFY090IAV,1,4/1/2019,,,,
325111,market_acquisition,American cheese; pasteurized process; KRAFT (OK) - NFY090I95,1,4/1/2019,,,,
325109,market_acquisition,American cheese; pasteurized process; KRAFT (OK) - NFY090I96,1,4/1/2019,,,,
325101,sample_food,American cheese; pasteurized process; KRAFT DELI DELUXE (CO) - CY090XE,1,4/1/2019,,,,
325103,market_acquisition,American cheese; pasteurized process; KRAFT DELI DELUXE (CO) - NFY090IE2,1,4/1/2019,,,,
325102,market_acquisition,American cheese; pasteurized process; KRAFT DELI DELUXE (CO) - NFY090IE3,1,4/1/2019,,,,
325138,sample_food,American cheese; pasteurized process; KRAFT DELI DELUXE (FL;MO) - CY090XF,1,4/1/2019,,,,
325139,market_acquisition,American cheese; pasteurized process; KRAFT DELI DELUXE (MO) - NFY090I9D,1,4/1/2019,,,,
325065,market_acquisition,American cheese; pasteurized process; KRAFT DELI DELUXE (NC) - NFY090IE6,1,4/1/2019,,,,
325063,market_acquisition,American cheese; pasteurized process; KRAFT DELI DELUXE (NC) - NFY090IE7,1,4/1/2019,,,,
325129,sample_food,American cheese; pasteurized process; KROGER DELUXE (IN) - CY090XZ - other,1,4/1/2019,,,,
325097,market_acquisition,American cheese; pasteurized process; KROGER DELUXE (IN) - NFY090IZA,1,4/1/2019,,,,
325131,market_acquisition,American cheese; pasteurized process; KROGER DELUXE (IN) - NFY090IZB,1,4/1/2019,,,,
